Hemisphere|Location|Month|Months|Name|Price|Size|Time|Type|index|level_0|url
Southern Hemisphere|||[1, 2, 3]|Moon jellyfish|600|Small|All Day|Deep Sea Creature|370||https://vignette.wikia.nocookie.net/animalcrossing/images/b/b2/NH-Icon-moonjellyfish.png/revision/latest?cb=20200703073049
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Sea slug|600|Small|All Day|Deep Sea Creature|371||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/NH-Icon-seaslug.png/revision/latest?cb=20200703073056
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Pearl oyster|2800|Medium|All Day|Deep Sea Creature|372||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d8/NH-Icon-pearloyster.png/revision/latest?cb=20200703073103
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 12]|Mussel|1500|Small|All Day|Deep Sea Creature|373||https://vignette.wikia.nocookie.net/animalcrossing/images/4/49/NH-Icon-mussel.png/revision/latest?cb=20200703073123
Southern Hemisphere|||[3, 4, 5, 6, 7, 8]|Oyster|2000|?|All Day|Deep Sea Creature|374||https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Icon-oyster.png/revision/latest?cb=20200703073146
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Scallop|1200|Large|All Day|Deep Sea Creature|375||https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/NH-Icon-scallop.png/revision/latest?cb=20200703073131
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Whelk|1000|Medium|All Day|Deep Sea Creature|376||https://vignette.wikia.nocookie.net/animalcrossing/images/5/51/NH-Icon-whelk.png/revision/latest?cb=20200703073139
Southern Hemisphere|||[1, 2, 3, 4, 11, 12]|Spotted garden eel|1100|Medium|4am - 9pm|Deep Sea Creature|377||https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/NH-Icon-spottedgardeneel.png/revision/latest?cb=20200703073947
Southern Hemisphere|||[2, 3]|Flatworm|?|?|?|Deep Sea Creature|378||https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/NH-Icon-flatworm.png/revision/latest?cb=20200703073720
Southern Hemisphere|||[1, 2, 10, 11, 12]|Sea Pineapple|1500|Medium|?|Deep Sea Creature|379||https://vignette.wikia.nocookie.net/animalcrossing/images/7/79/NH-Icon-seapineapple.png/revision/latest?cb=20200703073932
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 12]|Abalone|2000|Big|4pm - 9am|Deep Sea Creature|380||https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/NH-Icon-abalone.png/revision/latest?cb=20200703073152
Southern Hemisphere|||[1, 2, 3]|Horseshoe crab|2500|?|?|Deep Sea Creature|381||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/NH-Icon-horseshoecrab.png/revision/latest?cb=20200703073923
Southern Hemisphere|||[1, 2, 3, 4, 5, 12]|Gazami Crab|2200|?|?|Deep Sea Creature|382||https://vignette.wikia.nocookie.net/animalcrossing/images/5/52/NH-Icon-gazamicrab.png/revision/latest?cb=20200703073714
Southern Hemisphere|||[]|Firefly Squid|?|?|?|Deep Sea Creature|383||https://vignette.wikia.nocookie.net/animalcrossing/images/8/85/NH-Icon-fireflysquid.png/revision/latest?cb=20200703074330
Southern Hemisphere|||[]|Spiny lobster|?|?|?|Deep Sea Creature|384||https://vignette.wikia.nocookie.net/animalcrossing/images/7/72/NH-Icon-spinylobster.png/revision/latest?cb=20200703073647
Southern Hemisphere|||[4, 5, 6, 7, 8]|Venus Flower Basket|5000|Large|All Day|Deep Sea Creature|385||https://vignette.wikia.nocookie.net/animalcrossing/images/2/22/NH-Icon-venusflowerbasket.png/revision/latest?cb=20200703073727
Southern Hemisphere|||[]|Spider crab|?|?|?|Deep Sea Creature|386||https://vignette.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Icon-spidercrab.png/revision/latest?cb=20200703073641
Southern Hemisphere|||[1, 2, 3, 11, 12]|Gigas Giant Clam|15000|?|?|Deep Sea Creature|387||https://vignette.wikia.nocookie.net/animalcrossing/images/0/09/NH-Icon-gigasgiantclam.png/revision/latest?cb=20200703073847
Southern Hemisphere|||[]|Chambered nautilus|?|?|?|Deep Sea Creature|388||https://vignette.wikia.nocookie.net/animalcrossing/images/a/ab/NH-Icon-chamberednautilus.png/revision/latest?cb=20200703073241
Southern Hemisphere|||[5, 6, 7, 8, 9, 10]|Snow Crab|6000|?|All Day|Deep Sea Creature|389||https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Icon-snowcrab.png/revision/latest?cb=20200703073707
Southern Hemisphere|||[5, 6, 7, 8, 9, 10, 11]|Dungeness Crab|1900|?|All Day|Deep Sea Creature|390||https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/NH-Icon-dungenesscrab.png/revision/latest?cb=20200703073838
Southern Hemisphere|||[]|Vampire Squid|10000|?|?|Deep Sea Creature|391||https://vignette.wikia.nocookie.net/animalcrossing/images/1/13/NH-Icon-vampiresquid.png/revision/latest?cb=20200703073755
Southern Hemisphere|||[3, 4, 5, 6, 9, 10, 11]|Turban shell|?|?|?|Deep Sea Creature|392||https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Icon-turbanshell.png/revision/latest?cb=20200703073206
Southern Hemisphere|||[3, 4, 5, 6, 7, 8]|Sweet shrimp|1400|?|4pm - 9am|Deep Sea Creature|393||https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/NH-Icon-sweetshrimp.png/revision/latest?cb=20200703073215
Southern Hemisphere|||[6, 7, 10, 11, 12]|Lobster|4500|?|All Day|Deep Sea Creature|394||https://vignette.wikia.nocookie.net/animalcrossing/images/b/bc/NH-Icon-lobster.png/revision/latest?cb=20200703073654
Southern Hemisphere|||[]|Umbrella Octopus|?|?|?|Deep Sea Creature|395||https://vignette.wikia.nocookie.net/animalcrossing/images/f/f5/NH-Icon-umbrellaoctopus.png/revision/latest?cb=20200703073735
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Mantis shrimp|2500|?|12am - 8am & 4pm - 12am|Deep Sea Creature|396||https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/NH-Icon-mantisshrimp.png/revision/latest?cb=20200703073828
Southern Hemisphere|||[1, 2, 3, 12]|Tiger prawn|3000|?|?|Deep Sea Creature|397||https://vignette.wikia.nocookie.net/animalcrossing/images/c/c7/NH-Icon-tigerprawn.png/revision/latest?cb=20200703073805
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Acorn barnacle|600|?|All Day|Deep Sea Creature|398||https://vignette.wikia.nocookie.net/animalcrossing/images/e/e3/NH-Icon-acornbarnacle.png/revision/latest?cb=20200703073745
Southern Hemisphere|||[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]|Octopus|1200|?|All Day|Deep Sea Creature|399||https://vignette.wikia.nocookie.net/animalcrossing/images/4/4e/NH-Icon-octopus.png/revision/latest?cb=20200703073226
Southern Hemisphere|||[5, 6, 7, 8, 9]|Red king crab|8000|?|All Day|Deep Sea Creature|400||https://vignette.wikia.nocookie.net/animalcrossing/images/a/ae/NH-Icon-redkingcrab.png/revision/latest?cb=20200703073941
Southern Hemisphere|||[7, 8, 9, 10]|Giant isopod|12000|?|9am - 4pm & 9pm - 4am|Deep Sea Creature|401||https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/NH-Icon-giantisopod.png/revision/latest?cb=20200703073911
